"","Id","EventId","EventMonth","Paid","PayInd","OpenInd"
"15225",9060,1,25,9371,1,1
"15226",9060,2,28,10583,1,0
"15227",9061,1,39,2411,1,0
"15228",9062,1,30,2471,1,1
"15229",9062,2,34,2274,1,1
"15230",9062,3,38,2254,1,0
"15231",9063,1,27,1251,1,1
"15232",9063,2,32,1408,1,1
"15233",9063,3,37,-1957,0,1
"15234",9063,4,38,1497,1,0
"15235",9064,1,25,367,1,0
"15236",9065,1,23,49,1,1
"15237",9065,2,24,39,1,0
"15238",9066,1,37,2009,1,0
"15239",9067,1,25,159,1,0
"15240",9068,1,46,2277,1,0
"15241",9069,1,40,4527,1,0
"15242",9070,1,32,2829,1,1
"15243",9070,2,51,3087,1,0
"15244",9071,1,40,2177,1,0
"15245",9072,1,30,806,1,0
"15246",9073,1,33,2539,1,0
"15247",9074,1,39,1000,1,1
"15248",9074,2,54,814,1,0
"15249",9075,1,47,1525,1,0
"15250",9076,1,35,1405,1,1
"15251",9076,2,47,1672,1,0
"15252",9077,1,33,2000,1,1
"15253",9077,2,42,1670,1,0
"15254",9078,1,53,7186,1,0
"15255",9079,1,24,211,1,0
"15256",9080,1,28,2008,1,0
"15257",9081,1,34,9629,1,1
"15258",9081,2,49,13868,1,0
"15259",9082,1,28,3051,1,1
"15260",9082,2,30,3276,1,1
"15261",9082,3,40,-5394,0,1
"15262",9082,4,43,3300,1,0
"15263",9083,1,57,9524,1,0
"15264",9084,1,38,5599,1,0
"15265",9085,1,25,133,1,0
"15266",9086,1,30,2180,1,0
"15267",9087,1,25,423,1,1
"15268",9087,2,26,463,1,1
"15269",9087,3,28,408,1,1
"15270",9087,4,32,392,1,1
"15271",9087,5,34,403,1,1
"15272",9087,6,35,361,1,1
"15273",9087,7,37,348,1,1
"15274",9087,8,39,386,1,1
"15275",9087,9,42,482,1,1
"15276",9087,10,43,777,1,1
"15277",9087,11,45,36019,1,1
"15278",9087,12,47,5025,1,0
"15279",9088,1,29,42205,1,1
"15280",9088,2,34,49544,1,0
"15281",9089,1,36,1000,1,1
"15282",9089,2,41,1014,1,1
"15283",9089,3,47,1024,1,1
"15284",9089,4,53,1032,1,1
"15285",9089,5,56,20200,1,1
"15286",9089,6,59,1675,1,0
"15287",9090,1,57,4000,1,0
"15288",9091,1,29,1203,1,0
"15289",9092,1,31,601,1,0
"15290",9093,1,24,109,1,0
"15291",9095,1,34,1992,1,0
"15292",9096,1,39,2460,1,0
"15293",9097,1,31,588,1,0
"15294",9098,1,28,2781,1,1
"15295",9098,2,31,2729,1,0
"15296",9099,1,29,6162,1,0
"15297",9101,1,25,1118,1,1
"15298",9101,2,27,1219,1,1
"15299",9101,3,28,1253,1,1
"15300",9101,4,32,-2527,0,0
"15301",9102,1,25,550,1,1
"15302",9102,2,27,476,1,0
"15303",9103,1,26,1233,1,1
"15304",9103,2,27,1174,1,1
"15305",9103,3,30,1070,1,1
"15306",9103,4,34,0,0,0
"15307",9104,1,47,3447,1,0
"15308",9105,1,28,1081,1,0
"15309",9106,1,33,2880,1,0
"15310",9107,1,25,3277,1,1
"15311",9107,2,29,3095,1,1
"15312",9107,3,33,2441,1,0
"15313",9108,1,30,1000,1,0
"15314",9109,1,26,337,1,0
"15315",9110,1,36,2766,1,1
"15316",9110,2,48,3828,1,1
"15317",9110,3,55,3635,1,0
"15318",9111,1,44,6916,1,0
"15319",9112,1,30,9512,1,1
"15320",9112,2,40,10023,1,0
"15321",9113,1,34,20751,1,1
"15322",9113,2,49,23088,1,0
"15323",9114,1,45,8504,1,1
"15324",9114,2,72,8880,1,0
"15325",9115,1,28,1097,1,0
"15326",9116,1,31,1189,1,1
"15327",9116,2,36,1341,1,1
"15328",9116,3,39,1335,1,1
"15329",9116,4,42,-1972,0,0
"15330",9117,1,34,1455,1,0
"15331",9118,1,39,3779,1,1
"15332",9118,2,57,3979,1,0
"15333",9119,1,39,1515,1,0
"15334",9120,1,27,762,1,0
"15335",9121,1,25,2661,1,0
"15336",9122,1,26,3435,1,1
"15337",9122,2,29,3519,1,0
"15338",9123,1,35,2995,1,0
"15339",9124,1,24,183,1,0
"15340",9125,1,33,12710,1,1
"15341",9125,2,42,13110,1,0
"15342",9126,1,28,1784,1,0
"15343",9127,1,38,3000,1,1
"15344",9127,2,50,3781,1,0
"15345",9128,1,27,5426,1,1
"15346",9128,2,39,4450,1,0
"15347",9129,1,40,5656,1,0
"15348",9130,1,66,7782,1,0
"15349",9131,1,28,1078,1,0
"15350",9132,1,31,844,1,0
"15351",9133,1,31,2000,1,0
"15352",9134,1,33,2702,1,1
"15353",9134,2,44,3000,1,0
"15354",9136,1,35,1000,1,0
"15355",9137,1,28,777,1,1
"15356",9137,2,38,791,1,0
"15357",9138,1,32,5780,1,1
"15358",9138,2,37,6640,1,0
"15359",9139,1,32,5945,1,1
"15360",9139,2,37,5903,1,0
"15361",9140,1,27,3200,1,1
"15362",9140,2,35,3723,1,0
"15363",9141,1,27,1085,1,0
"15364",9142,1,50,7509,1,0
"15365",9143,1,29,1000,1,0
"15366",9144,1,54,2159,1,0
"15367",9145,1,24,286,1,0
"15368",9146,1,39,2000,1,0
"15369",9147,1,30,479,1,1
"15370",9147,2,36,396,1,0
"15371",9148,1,27,594,1,1
"15372",9148,2,31,630,1,0
"15373",9149,1,28,5252,1,1
"15374",9149,2,30,5075,1,0
"15375",9150,1,30,1000,1,1
"15376",9150,2,39,1000,1,0
"15377",9151,1,49,6233,1,0
"15378",9153,1,61,2848,1,0
"15379",9155,1,36,4377,1,0
"15380",9157,1,26,579,1,0
"15381",9158,1,25,29,1,0
"15382",9159,1,43,2286,1,1
"15383",9159,2,53,2458,1,0
"15384",9160,1,27,5988,1,1
"15385",9160,2,30,6185,1,1
"15386",9160,3,34,5555,1,0
"15387",9161,1,66,13477,1,1
"15388",9161,2,81,12076,1,0
"15389",9162,1,30,1651,1,1
"15390",9162,2,43,1493,1,1
"15391",9162,3,52,1994,1,1
"15392",9162,4,60,37677,1,1
"15393",9162,5,62,6977,1,0
"15394",9163,1,32,7726,1,1
"15395",9163,2,44,8803,1,0
"15396",9164,1,29,657,1,0
"15397",9165,1,40,9754,1,0
"15398",9166,1,44,4562,1,0
"15399",9167,1,28,1374,1,0
"15400",9168,1,26,562,1,0
"15401",9169,1,44,8742,1,0
"15402",9170,1,24,9690,1,0
"15403",9171,1,35,4208,1,0
"15404",9172,1,26,435,1,0
"15405",9173,1,24,124,1,0
"15406",9174,1,29,2523,1,0
"15407",9175,1,25,160,1,0
"15408",9176,1,28,1257,1,1
"15409",9176,2,33,1452,1,1
"15410",9176,3,42,1403,1,0
"15411",9177,1,25,438,1,0
"15412",9178,1,49,10785,1,1
"15413",9178,2,60,9814,1,0
"15414",9179,1,30,1617,1,1
"15415",9179,2,39,1686,1,1
"15416",9179,3,44,2020,1,0
"15417",9180,1,33,4000,1,1
"15418",9180,2,42,4047,1,0
"15419",9181,1,30,1307,1,1
"15420",9181,2,37,1058,1,1
"15421",9181,3,51,1253,1,0
"15422",9182,1,35,2524,1,0
"15423",9183,1,25,2000,1,0
"15424",9184,1,31,1100,1,1
"15425",9184,2,36,1150,1,0
"15426",9185,1,48,22334,1,1
"15427",9185,2,71,23425,1,0
"15428",9186,1,29,1206,1,0
"15429",9187,1,30,1245,1,1
"15430",9187,2,42,1267,1,0
"15431",9188,1,28,1854,1,1
"15432",9188,2,31,1670,1,1
"15433",9188,3,35,2000,1,0
"15434",9189,1,28,1968,1,1
"15435",9189,2,34,2378,1,1
"15436",9189,3,40,2000,1,1
"15437",9189,4,43,0,0,0
"15438",9190,1,39,2548,1,1
"15439",9190,2,47,2032,1,1
"15440",9190,3,64,2365,1,1
"15441",9190,4,65,0,0,0
"15442",9192,1,30,2051,1,1
"15443",9192,2,39,1687,1,1
"15444",9192,3,45,2272,1,1
"15445",9192,4,50,0,0,0
"15446",9193,1,47,2597,1,1
"15447",9193,2,66,2500,1,0
"15448",9194,1,32,8630,1,1
"15449",9194,2,38,6280,1,0
"15450",9195,1,32,731,1,0
"15451",9196,1,29,5000,1,1
"15452",9196,2,33,5316,1,0
"15453",9197,1,38,27721,1,1
"15454",9197,2,57,27280,1,0
"15455",9198,1,25,723,1,0
"15456",9199,1,27,2735,1,1
"15457",9199,2,28,3171,1,1
"15458",9199,3,32,2707,1,0
"15459",9200,1,24,557,1,0
"15460",9201,1,32,2511,1,1
"15461",9201,2,39,2683,1,1
"15462",9201,3,48,2508,1,1
"15463",9201,4,52,0,0,0
"15464",9202,1,34,3154,1,0
"15465",9203,1,25,303,1,0
"15466",9204,1,34,3000,1,1
"15467",9204,2,45,2886,1,1
"15468",9204,3,59,3139,1,0
"15469",9205,1,29,1505,1,1
"15470",9205,2,32,1578,1,1
"15471",9205,3,38,1372,1,0
"15472",9206,1,30,1423,1,1
"15473",9206,2,43,1624,1,0
"15474",9207,1,31,8334,1,1
"15475",9207,2,41,10327,1,0
"15476",9208,1,33,3000,1,0
"15477",9209,1,40,5000,1,0
"15478",9210,1,40,1820,1,0
"15479",9211,1,45,4008,1,0
"15480",9212,1,24,105,1,1
"15481",9212,2,25,104,1,0
"15482",9213,1,27,3077,1,0
"15483",9214,1,27,1680,1,1
"15484",9214,2,32,1910,1,1
"15485",9214,3,37,1655,1,1
"15486",9214,4,39,0,0,0
"15487",9215,1,28,1000,1,0
"15488",9216,1,30,6672,1,0
"15489",9217,1,29,2534,1,1
"15490",9217,2,38,2674,1,1
"15491",9217,3,45,2581,1,0
"15492",9218,1,25,98,1,0
"15493",9219,1,25,111,1,0
"15494",9220,1,26,5801,1,1
"15495",9220,2,29,5292,1,0
"15496",9221,1,26,359,1,0
"15497",9222,1,39,5138,1,0
"15498",9224,1,30,2400,1,1
"15499",9224,2,41,2272,1,1
"15500",9224,3,49,2570,1,0
"15501",9225,1,33,3000,1,0
"15502",9226,1,27,1431,1,1
"15503",9226,2,31,1522,1,1
"15504",9226,3,35,1607,1,0
"15505",9227,1,29,3693,1,0
"15506",9229,1,25,124,1,0
"15507",9231,1,27,1939,1,1
"15508",9231,2,51,2124,1,0
"15509",9232,1,48,5963,1,0
"15510",9233,1,43,2000,1,0
"15511",9234,1,25,140,1,0
"15512",9235,1,30,2661,1,1
"15513",9235,2,34,2393,1,1
"15514",9235,3,37,2585,1,0
"15515",9236,1,52,7513,1,0
"15516",9237,1,57,7885,1,0
"15517",9238,1,39,9173,1,0
"15518",9239,1,29,2592,1,1
"15519",9239,2,33,2769,1,0
"15520",9240,1,46,2248,1,0
"15521",9241,1,50,5000,1,0
"15522",9242,1,40,9147,1,0
"15523",9244,1,33,741,1,1
"15524",9244,2,37,619,1,0
"15525",9245,1,34,5223,1,0
"15526",9246,1,34,6593,1,1
"15527",9246,2,44,4380,1,1
"15528",9246,3,46,5613,1,0
"15529",9247,1,36,4083,1,0
"15530",9248,1,25,1000,1,0
"15531",9249,1,46,2342,1,0
"15532",9250,1,30,2775,1,0
"15533",9251,1,25,1000,1,1
"15534",9251,2,26,1016,1,0
"15535",9252,1,49,10144,1,0
"15536",9253,1,35,3205,1,1
"15537",9253,2,44,3625,1,0
"15538",9254,1,30,2856,1,0
"15539",9255,1,43,3000,1,0
"15540",9256,1,30,8018,1,1
"15541",9256,2,35,7627,1,1
"15542",9256,3,42,9229,1,0
"15543",9257,1,30,2187,1,1
"15544",9257,2,41,2347,1,0
"15545",9258,1,29,1934,1,0
"15546",9259,1,32,8122,1,1
"15547",9259,2,41,8555,1,1
"15548",9259,3,45,7803,1,1
"15549",9259,4,50,0,0,0
"15550",9260,1,27,3308,1,1
"15551",9260,2,29,2496,1,0
"15552",9261,1,30,2167,1,0
"15553",9262,1,24,110,1,0
"15554",9263,1,26,1135,1,1
"15555",9263,2,31,1000,1,0
"15556",9264,1,25,1705,1,1
"15557",9264,2,26,2026,1,0
"15558",9265,1,35,861,1,0
"15559",9267,1,32,8610,1,0
"15560",9268,1,51,5807,1,0
"15561",9269,1,34,6891,1,0
"15562",9270,1,41,22228,1,1
"15563",9270,2,51,25345,1,1
"15564",9270,3,62,22218,1,0
"15565",9271,1,27,1205,1,1
"15566",9271,2,33,1210,1,1
"15567",9271,3,39,1105,1,1
"15568",9271,4,43,34595,1,1
"15569",9271,5,45,2555,1,0
"15570",9272,1,32,765,1,1
"15571",9272,2,40,886,1,0
"15572",9273,1,30,2000,1,0
"15573",9274,1,30,1175,1,1
"15574",9274,2,41,1494,1,0
"15575",9275,1,24,60,1,0
"15576",9276,1,32,2000,1,0
"15577",9277,1,27,1351,1,0
"15578",9279,1,28,549,1,1
"15579",9279,2,31,558,1,0
"15580",9280,1,36,27713,1,1
"15581",9280,2,54,28281,1,0
"15582",9281,1,39,3812,1,0
"15583",9282,1,47,7859,1,0
"15584",9283,1,31,2045,1,1
"15585",9283,2,42,2033,1,1
"15586",9283,3,61,2000,1,0
"15587",9284,1,29,7059,1,1
"15588",9284,2,32,7125,1,0
"15589",9285,1,44,3125,1,0
"15590",9286,1,46,2000,1,0
"15591",9287,1,39,4704,1,0
"15592",9288,1,27,1251,1,1
"15593",9288,2,34,1504,1,1
"15594",9288,3,37,1504,1,0
"15595",9289,1,26,1429,1,1
"15596",9289,2,30,1437,1,0
"15597",9290,1,26,1735,1,1
"15598",9290,2,28,2000,1,1
"15599",9290,3,30,1806,1,1
"15600",9290,4,33,-4265,0,0
"15601",9291,1,35,9667,1,0
"15602",9292,1,42,1369,1,0
"15603",9293,1,32,1234,1,0
"15604",9294,1,30,2302,1,1
"15605",9294,2,36,2510,1,1
"15606",9294,3,42,2000,1,0
"15607",9295,1,35,1265,1,0
"15608",9296,1,30,2375,1,0
"15609",9297,1,37,3125,1,0
"15610",9298,1,28,6620,1,0
"15611",9299,1,43,3000,1,0
"15612",9300,1,25,1000,1,0
"15613",9301,1,34,2231,1,1
"15614",9301,2,39,2233,1,0
"15615",9302,1,46,2000,1,0
"15616",9303,1,34,5404,1,0
"15617",9304,1,35,1375,1,0
"15618",9305,1,30,2707,1,0
"15619",9306,1,33,3451,1,1
"15620",9306,2,44,3125,1,0
"15621",9307,1,35,32575,1,1
"15622",9307,2,54,36061,1,1
"15623",9307,3,63,37082,1,0
"15624",9308,1,32,2246,1,1
"15625",9308,2,44,2297,1,1
"15626",9308,3,60,32198,1,1
"15627",9308,4,64,-14852,0,1
"15628",9308,5,68,4094,1,0
"15629",9309,1,32,1141,1,0
"15630",9310,1,29,1283,1,0
"15631",9311,1,35,4214,1,0
"15632",9312,1,30,3115,1,1
"15633",9312,2,36,2836,1,1
"15634",9312,3,42,3000,1,1
"15635",9312,4,45,0,0,0
"15636",9313,1,37,5962,1,1
"15637",9313,2,50,5876,1,0
"15638",9314,1,30,1088,1,1
"15639",9314,2,38,1245,1,0
"15640",9315,1,38,9879,1,0
"15641",9316,1,59,5995,1,0
"15642",9317,1,38,1869,1,0
"15643",9318,1,25,7213,1,0
"15644",9319,1,37,5916,1,0
"15645",9322,1,42,5602,1,1
"15646",9322,2,51,5323,1,0
"15647",9323,1,43,2537,1,0
"15648",9324,1,34,2676,1,0
"15649",9325,1,40,5000,1,1
"15650",9325,2,47,4552,1,0
"15651",9326,1,31,1000,1,0
"15652",9327,1,25,29,1,0
"15653",9328,1,33,2573,1,0
"15654",9329,1,26,3233,1,0
"15655",9330,1,26,366,1,0
"15656",9331,1,24,45,1,0
"15657",9332,1,35,3214,1,0
"15658",9333,1,26,1048,1,0
"15659",9334,1,33,3243,1,0
"15660",9335,1,29,3066,1,1
"15661",9335,2,34,3239,1,1
"15662",9335,3,41,3000,1,0
"15663",9336,1,29,2863,1,0
"15664",9337,1,29,3701,1,0
"15665",9338,1,33,3166,1,0
"15666",9339,1,27,1421,1,1
"15667",9339,2,30,1122,1,1
"15668",9339,3,34,1000,1,0
"15669",9340,1,26,280,1,0
"15670",9341,1,27,5079,1,1
"15671",9341,2,30,4227,1,0
"15672",9342,1,32,1711,1,0
"15673",9343,1,24,78,1,0
"15674",9344,1,36,3647,1,0
"15675",9345,1,30,2056,1,1
"15676",9345,2,36,2732,1,0
"15677",9346,1,27,1000,1,0
"15678",9347,1,29,5176,1,1
"15679",9347,2,34,5210,1,0
"15680",9348,1,26,2500,1,1
"15681",9348,2,33,2492,1,1
"15682",9348,3,39,2106,1,1
"15683",9348,4,42,0,0,0
"15684",9349,1,28,2000,1,1
"15685",9349,2,29,2000,1,0
"15686",9350,1,35,5425,1,1
"15687",9350,2,46,5614,1,1
"15688",9350,3,58,5998,1,0
"15689",9351,1,36,17851,1,1
"15690",9351,2,43,16266,1,0
"15691",9351,3,51,0,0,1
"15692",9351,4,52,7003,1,0
"15693",9352,1,33,2378,1,1
"15694",9352,2,42,2000,1,1
"15695",9352,3,53,2253,1,0
"15696",9353,1,30,11510,1,1
"15697",9353,2,40,12012,1,0
"15698",9354,1,42,2195,1,0
"15699",9355,1,26,3696,1,1
"15700",9355,2,30,2404,1,0
"15701",9356,1,33,3896,1,0
"15702",9357,1,31,6091,1,1
"15703",9357,2,43,5308,1,0
"15704",9358,1,37,3368,1,0
"15705",9359,1,31,3409,1,0
"15706",9360,1,33,8512,1,0
"15707",9361,1,37,3372,1,1
"15708",9361,2,44,3709,1,0
"15709",9362,1,28,7474,1,1
"15710",9362,2,36,8327,1,0
"15711",9363,1,25,7391,1,1
"15712",9363,2,28,5695,1,0
"15713",9364,1,37,2795,1,1
"15714",9364,2,44,3024,1,1
"15715",9364,3,52,3000,1,0
"15716",9365,1,34,3061,1,1
"15717",9365,2,42,3000,1,1
"15718",9365,3,53,3208,1,0
"15719",9366,1,43,1743,1,0
"15720",9367,1,32,7691,1,0
"15721",9368,1,45,2000,1,1
"15722",9368,2,62,1960,1,0
"15723",9369,1,46,3172,1,0
"15724",9370,1,30,3000,1,1
"15725",9370,2,37,3000,1,0
"15726",9371,1,29,1262,1,1
"15727",9371,2,34,1058,1,1
"15728",9371,3,38,959,1,0
"15729",9372,1,30,2104,1,1
"15730",9372,2,35,2321,1,0
"15731",9373,1,27,647,1,1
"15732",9373,2,32,680,1,0
"15733",9374,1,42,2676,1,0
"15734",9375,1,30,1064,1,0
"15735",9376,1,36,4092,1,0
"15736",9377,1,31,6518,1,1
"15737",9377,2,37,7102,1,0
"15738",9378,1,28,4097,1,0
"15739",9379,1,28,1055,1,1
"15740",9379,2,31,1172,1,1
"15741",9379,3,33,-2551,0,1
"15742",9379,4,34,1139,1,1
"15743",9379,5,35,0,0,0
"15744",9380,1,29,1912,1,0
"15745",9381,1,40,1789,1,1
"15746",9381,2,58,1631,1,0
"15747",9382,1,29,1489,1,1
"15748",9382,2,37,1569,1,1
"15749",9382,3,42,1368,1,0
"15750",9383,1,27,666,1,1
"15751",9383,2,28,740,1,0
"15752",9384,1,36,3497,1,0
"15753",9385,1,35,6677,1,1
"15754",9385,2,41,7826,1,0
"15755",9386,1,35,1000,1,1
"15756",9386,2,43,1208,1,0
"15757",9387,1,29,5755,1,1
"15758",9387,2,37,5238,1,0
"15759",9388,1,33,3284,1,0
"15760",9389,1,34,7931,1,1
"15761",9389,2,51,8963,1,0
"15762",9390,1,50,17437,1,1
"15763",9390,2,69,16568,1,1
"15764",9390,3,77,18505,1,1
"15765",9390,4,82,0,0,0
"15766",9391,1,46,35851,1,1
"15767",9391,2,58,29869,1,0
"15768",9392,1,30,19549,1,1
"15769",9392,2,37,22784,1,1
"15770",9392,3,45,19168,1,0
"15771",9393,1,58,3700,1,0
"15772",9394,1,30,470,1,1
"15773",9394,2,41,617,1,0
"15774",9395,1,27,763,1,0
"15775",9396,1,25,72,1,0
"15776",9397,1,38,4698,1,1
"15777",9397,2,65,3575,1,0
"15778",9399,1,43,8159,1,1
"15779",9399,2,70,10000,1,0
"15780",9400,1,29,1296,1,0
"15781",9401,1,24,52,1,1
"15782",9401,2,25,54,1,0
"15783",9402,1,42,2497,1,0
"15784",9403,1,29,11900,1,1
"15785",9403,2,35,9425,1,0
"15786",9404,1,27,261,1,1
"15787",9404,2,30,303,1,1
"15788",9404,3,33,325,1,1
"15789",9404,4,38,282,1,1
"15790",9404,5,41,297,1,1
"15791",9404,6,45,282,1,1
"15792",9404,7,46,254,1,1
"15793",9404,8,51,262,1,1
"15794",9404,9,57,247,1,1
"15795",9404,10,61,256,1,1
"15796",9404,11,64,297,1,1
"15797",9404,12,67,284,1,1
"15798",9404,13,69,333,1,1
"15799",9404,14,73,268,1,1
"15800",9404,15,77,230,1,1
"15801",9404,16,81,251,1,1
"15802",9404,17,84,287,1,1
"15803",9404,18,87,290,1,1
"15804",9404,19,91,281,1,1
"15805",9404,20,93,88080,1,1
"15806",9404,21,97,7455,1,1
"15807",9404,22,99,-5003,0,0
"15808",9405,1,33,2000,1,0
"15809",9406,1,32,5339,1,0
"15810",9407,1,27,1000,1,1
"15811",9407,2,30,1139,1,0
"15812",9408,1,42,5707,1,1
"15813",9408,2,56,4614,1,1
"15814",9408,3,70,5564,1,0
"15815",9409,1,32,8410,1,0
"15816",9411,1,33,1566,1,0
"15817",9412,1,30,2417,1,0
"15818",9413,1,29,9624,1,0
"15819",9414,1,25,175,1,1
"15820",9414,2,26,177,1,0
"15821",9415,1,42,3122,1,1
"15822",9415,2,52,3000,1,0
"15823",9416,1,25,6902,1,1
"15824",9416,2,26,6045,1,0
"15825",9417,1,41,3992,1,1
"15826",9417,2,47,4202,1,1
"15827",9417,3,65,3941,1,0
"15828",9418,1,30,3104,1,1
"15829",9418,2,35,3281,1,0
"15830",9419,1,25,3563,1,0
"15831",9420,1,27,5746,1,1
"15832",9420,2,32,5000,1,1
"15833",9420,3,37,5987,1,1
"15834",9420,4,38,-8213,0,0
"15835",9421,1,33,1959,1,0
"15836",9422,1,29,1432,1,1
"15837",9422,2,40,1287,1,0
"15838",9423,1,60,6208,1,0
"15839",9424,1,31,709,1,0
"15840",9425,1,27,1318,1,0
"15841",9426,1,39,1433,1,1
"15842",9426,2,50,1220,1,1
"15843",9426,3,60,1410,1,1
"15844",9426,4,74,40048,1,1
"15845",9426,5,78,5487,1,0
"15846",9427,1,29,13089,1,1
"15847",9427,2,37,9793,1,0
"15848",9428,1,26,1039,1,1
"15849",9428,2,27,997,1,0
"15850",9429,1,36,4439,1,1
"15851",9429,2,45,5476,1,0
"15852",9430,1,34,2003,1,0
"15853",9431,1,28,677,1,0
"15854",9432,1,26,186,1,0
"15855",9433,1,25,274,1,0
"15856",9434,1,36,3000,1,0
"15857",9435,1,27,5311,1,0
"15858",9436,1,31,2608,1,0
"15859",9437,1,41,2000,1,0
"15860",9438,1,27,269,1,0
"15861",9440,1,26,1464,1,0
"15862",9441,1,27,2000,1,1
"15863",9441,2,33,2000,1,0
"15864",9442,1,25,7599,1,1
"15865",9442,2,27,6990,1,0
"15866",9443,1,38,3000,1,0
"15867",9444,1,31,721,1,0
"15868",9445,1,46,4955,1,0
"15869",9446,1,25,543,1,1
"15870",9446,2,30,607,1,0
"15871",9447,1,30,1000,1,1
"15872",9447,2,40,1381,1,1
"15873",9447,3,47,11276,1,1
"15874",9447,4,49,1186,1,0
"15875",9448,1,34,4373,1,0
"15876",9449,1,27,5375,1,1
"15877",9449,2,30,5118,1,0
"15878",9450,1,34,9900,1,0
"15879",9451,1,27,433,1,0
"15880",9452,1,39,2000,1,0
"15881",9453,1,29,6710,1,0
"15882",9454,1,30,3980,1,0
"15883",9455,1,27,1000,1,1
"15884",9455,2,32,1000,1,1
"15885",9455,3,37,1000,1,1
"15886",9455,4,40,1000,1,1
"15887",9455,5,45,26931,1,1
"15888",9455,6,46,4550,1,0
"15889",9456,1,31,2260,1,1
"15890",9456,2,48,3000,1,0
"15891",9457,1,32,1174,1,1
"15892",9457,2,41,1119,1,1
"15893",9457,3,47,1047,1,1
"15894",9457,4,48,0,0,0
"15895",9458,1,26,619,1,1
"15896",9458,2,29,681,1,0
"15897",9460,1,27,753,1,0
"15898",9461,1,30,5358,1,0
"15899",9462,1,34,4650,1,0
"15900",9463,1,31,1349,1,0
"15901",9464,1,26,579,1,1
"15902",9464,2,31,503,1,0
"15903",9465,1,25,4274,1,1
"15904",9465,2,26,1734,1,0
"15905",9466,1,30,5451,1,1
"15906",9466,2,38,6900,1,0
"15907",9467,1,32,1571,1,0
"15908",9468,1,41,2000,1,1
"15909",9468,2,60,2443,1,1
"15910",9468,3,80,25541,1,1
"15911",9468,4,83,3280,1,0
"15912",9469,1,25,2050,1,0
"15913",9470,1,42,6940,1,0
"15914",9471,1,32,21369,1,1
"15915",9471,2,40,18571,1,0
"15916",9472,1,27,351,1,0
"15917",9473,1,29,1016,1,1
"15918",9473,2,33,1115,1,1
"15919",9473,3,36,1106,1,0
"15920",9474,1,26,396,1,0
"15921",9475,1,29,2060,1,1
"15922",9475,2,38,2283,1,1
"15923",9475,3,45,2331,1,1
"15924",9475,4,48,0,0,0
"15925",9476,1,50,5981,1,0
"15926",9477,1,28,667,1,0
"15927",9478,1,38,8044,1,0
"15928",9479,1,25,176,1,0
"15929",9480,1,36,7552,1,1
"15930",9480,2,45,7166,1,1
"15931",9480,3,58,8533,1,0
"15932",9481,1,37,3422,1,1
"15933",9481,2,56,3000,1,0
"15934",9482,1,51,17943,1,1
"15935",9482,2,85,21964,1,0
"15936",9483,1,34,1785,1,1
"15937",9483,2,46,1676,1,1
"15938",9483,3,62,16704,1,1
"15939",9483,4,64,1314,1,1
"15940",9483,5,67,0,0,0
"15941",9484,1,32,1238,1,0
"15942",9486,1,36,2000,1,0
"15943",9487,1,25,1453,1,1
"15944",9487,2,26,1389,1,1
"15945",9487,3,27,1213,1,1
"15946",9487,4,29,0,0,0
"15947",9488,1,26,1417,1,0
"15948",9490,1,35,5298,1,0
"15949",9491,1,46,6766,1,0
"15950",9492,1,31,6115,1,1
"15951",9492,2,44,6332,1,0
"15952",9493,1,32,1200,1,0
"15953",9494,1,33,1654,1,0
"15954",9495,1,33,3000,1,0
"15955",9496,1,39,9219,1,1
"15956",9496,2,48,9516,1,1
"15957",9496,3,58,11092,1,0
"15958",9497,1,39,5981,1,1
"15959",9497,2,46,5736,1,0
"15960",9498,1,37,2475,1,0
"15961",9499,1,36,3567,1,1
"15962",9499,2,42,3539,1,0
"15963",9500,1,36,11163,1,1
"15964",9500,2,51,12045,1,0
"15965",9500,3,52,0,0,1
"15966",9500,4,60,0,0,0
"15967",9501,1,25,4136,1,0
"15968",9502,1,30,1088,1,0
"15969",9503,1,36,2000,1,0
"15970",9504,1,38,4295,1,0
"15971",9505,1,27,1867,1,0
"15972",9506,1,29,8559,1,0
"15973",9507,1,25,5002,1,0
"15974",9508,1,38,5231,1,0
"15975",9509,1,56,11947,1,1
"15976",9509,2,74,12258,1,0
"15977",9511,1,42,2650,1,1
"15978",9511,2,53,2383,1,0
"15979",9512,1,31,2379,1,0
"15980",9513,1,32,1069,1,0
"15981",9514,1,37,2240,1,1
"15982",9514,2,48,2414,1,0
"15983",9515,1,32,3097,1,0
"15984",9516,1,32,1000,1,1
"15985",9516,2,43,1108,1,1
"15986",9516,3,52,1164,1,1
"15987",9516,4,53,0,0,0
"15988",9517,1,27,1074,1,0
"15989",9518,1,25,6122,1,1
"15990",9518,2,26,6564,1,0
"15991",9519,1,34,5490,1,1
"15992",9519,2,37,5000,1,0
"15993",9520,1,37,13284,1,1
"15994",9520,2,55,13722,1,1
"15995",9520,3,69,-22610,0,1
"15996",9520,4,71,14064,1,1
"15997",9520,5,72,0,0,0
"15998",9521,1,35,4016,1,0
"15999",9522,1,49,2506,1,0
"16000",9523,1,30,7558,1,1
"16001",9523,2,50,10000,1,0
"16002",9524,1,34,7967,1,1
"16003",9524,2,40,7088,1,0
"16004",9525,1,31,16724,1,1
"16005",9525,2,37,15189,1,0
"16006",9526,1,28,2000,1,1
"16007",9526,2,46,1969,1,1
